startTime,task,group,team,score
1673260367861,"vbs23-kis-t1","KIS-T","VISIONE",917.7272374337365
1673260367861,"vbs23-kis-t1","KIS-T","PERFECT MATCH",0.0
1673260367861,"vbs23-kis-t1","KIS-T","CVHunter",587.6797323338203
1673260367861,"vbs23-kis-t1","KIS-T","vitrivr",884.031321837052
1673260367861,"vbs23-kis-t1","KIS-T","VideoCLIP",360.8208805972607
1673260367861,"vbs23-kis-t1","KIS-T","HTW",950.8819854731804
1673260367861,"vbs23-kis-t1","KIS-T","VIREO",798.523318439461
1673260367861,"vbs23-kis-t1","KIS-T","V-FIRST",912.957904222754
1673260367861,"vbs23-kis-t1","KIS-T","4MR",0.0
1673260891644,"vbs23-kis-t2","KIS-T","unitedjudges",0.0
1673260891644,"vbs23-kis-t2","KIS-T","Verge",0.0
1673260891644,"vbs23-kis-t2","KIS-T","QIVISE",445.7527258695253
1673260891644,"vbs23-kis-t2","KIS-T","vitrivr-VR",0.0
1673260891644,"vbs23-kis-t2","KIS-T","diveXplore",0.0
1673260891644,"vbs23-kis-t2","KIS-T","VISIONE",904.961623710006
1673260891644,"vbs23-kis-t2","KIS-T","PERFECT MATCH",0.0
1673260891644,"vbs23-kis-t2","KIS-T","CVHunter",872.9511861120653
1673260891644,"vbs23-kis-t2","KIS-T","vitrivr",737.0247669422732
1673260891644,"vbs23-kis-t2","KIS-T","VideoCLIP",0.0
1673260891644,"vbs23-kis-t2","KIS-T","HTW",963.4013486995354
1673260891644,"vbs23-kis-t2","KIS-T","VIREO",0.0
1673260891644,"vbs23-kis-t2","KIS-T","V-FIRST",773.1245970607197
1673260891644,"vbs23-kis-t2","KIS-T","4MR",0.0
1673261396299,"vbs23-kis-t3","KIS-T","unitedjudges",0.0
1673261396299,"vbs23-kis-t3","KIS-T","Verge",0.0
1673261396299,"vbs23-kis-t3","KIS-T","QIVISE",0.0
1673261396299,"vbs23-kis-t3","KIS-T","vitrivr-VR",884.4570143199326
1673261396299,"vbs23-kis-t3","KIS-T","diveXplore",508.51525404586334
1673261396299,"vbs23-kis-t3","KIS-T","VISIONE",0.0
1673261396299,"vbs23-kis-t3","KIS-T","PERFECT MATCH",0.0
1673261396299,"vbs23-kis-t3","KIS-T","CVHunter",0.0
1673261396299,"vbs23-kis-t3","KIS-T","vitrivr",0.0
1673261396299,"vbs23-kis-t3","KIS-T","VideoCLIP",0.0
1673261396299,"vbs23-kis-t3","KIS-T","HTW",529.4869200615526
1673261396299,"vbs23-kis-t3","KIS-T","VIREO",0.0
1673261396299,"vbs23-kis-t3","KIS-T","V-FIRST",857.3583183137962
1673261396299,"vbs23-kis-t3","KIS-T","4MR",0.0
1673261890411,"vbs23-avs2","AVS","unitedjudges",0.0
1673261890411,"vbs23-avs2","AVS","Verge",279.06976744186056
1673261890411,"vbs23-avs2","AVS","QIVISE",30.23255813953486
1673261890411,"vbs23-avs2","AVS","vitrivr-VR",288.37209302325596
1673261890411,"vbs23-avs2","AVS","diveXplore",88.3720930232558
1673261890411,"vbs23-avs2","AVS","VISIONE",476.74418604651146
1673261890411,"vbs23-avs2","AVS","PERFECT MATCH",6.9767441860465125
1673261890411,"vbs23-avs2","AVS","CVHunter",274.41860465116287
1673261890411,"vbs23-avs2","AVS","vitrivr",216.2790697674419
1673261890411,"vbs23-avs2","AVS","VideoCLIP",218.60465116279073
1673261890411,"vbs23-avs2","AVS","HTW",269.7674418604651
1673261890411,"vbs23-avs2","AVS","VIREO",223.25581395348846
1673261890411,"vbs23-avs2","AVS","V-FIRST",72.09302325581395
1673261890411,"vbs23-avs2","AVS","4MR",111.62790697674419
1673262317755,"vbs23-kis-t4","KIS-T","unitedjudges",0.0
1673262317755,"vbs23-kis-t4","KIS-T","Verge",574.8998237651206
1673262317755,"vbs23-kis-t4","KIS-T","QIVISE",0.0
1673262317755,"vbs23-kis-t4","KIS-T","vitrivr-VR",0.0
1673262317755,"vbs23-kis-t4","KIS-T","diveXplore",0.0
1673262317755,"vbs23-kis-t4","KIS-T","VISIONE",864.0838492144725
1673262317755,"vbs23-kis-t4","KIS-T","PERFECT MATCH",0.0
1673262317755,"vbs23-kis-t4","KIS-T","CVHunter",0.0
1673262317755,"vbs23-kis-t4","KIS-T","vitrivr",859.1979783576979
1673262317755,"vbs23-kis-t4","KIS-T","VideoCLIP",661.109973858885
1673262317755,"vbs23-kis-t4","KIS-T","HTW",711.4427966051844
1673262317755,"vbs23-kis-t4","KIS-T","VIREO",595.8924802529876
1673262317755,"vbs23-kis-t4","KIS-T","V-FIRST",724.4592365665022
1673262317755,"vbs23-kis-t4","KIS-T","4MR",0.0
1673262821612,"vbs23-kis-t5","KIS-T","unitedjudges",0.0
1673262821612,"vbs23-kis-t5","KIS-T","Verge",0.0
1673262821612,"vbs23-kis-t5","KIS-T","QIVISE",481.2741467179287
1673262821612,"vbs23-kis-t5","KIS-T","vitrivr-VR",783.6101137395708
1673262821612,"vbs23-kis-t5","KIS-T","diveXplore",757.7187145593239
1673262821612,"vbs23-kis-t5","KIS-T","VISIONE",776.3617454812402
1673262821612,"vbs23-kis-t5","KIS-T","PERFECT MATCH",0.0
1673262821612,"vbs23-kis-t5","KIS-T","CVHunter",869.8100732695539
1673262821612,"vbs23-kis-t5","KIS-T","vitrivr",857.9867107758479
1673262821612,"vbs23-kis-t5","KIS-T","VideoCLIP",0.0
1673262821612,"vbs23-kis-t5","KIS-T","HTW",718.0460981727317
1673262821612,"vbs23-kis-t5","KIS-T","VIREO",850.1844679839814
1673262821612,"vbs23-kis-t5","KIS-T","V-FIRST",0.0
1673262821612,"vbs23-kis-t5","KIS-T","4MR",471.8516915055317
1673263415712,"vbs23-avs3","AVS","unitedjudges",0.0
1673263415712,"vbs23-avs3","AVS","Verge",199.99999999999994
1673263415712,"vbs23-avs3","AVS","QIVISE",0.0
1673263415712,"vbs23-avs3","AVS","vitrivr-VR",65.51724137931032
1673263415712,"vbs23-avs3","AVS","diveXplore",0.0
1673263415712,"vbs23-avs3","AVS","VISIONE",175.86206896551724
1673263415712,"vbs23-avs3","AVS","PERFECT MATCH",0.0
1673263415712,"vbs23-avs3","AVS","CVHunter",165.51724137931035
1673263415712,"vbs23-avs3","AVS","vitrivr",103.44827586206895
1673263415712,"vbs23-avs3","AVS","VideoCLIP",165.51724137931043
1673263415712,"vbs23-avs3","AVS","HTW",368.9655172413793
1673263415712,"vbs23-avs3","AVS","VIREO",189.6551724137931
1673263415712,"vbs23-avs3","AVS","V-FIRST",31.03448275862069
1673263415712,"vbs23-avs3","AVS","4MR",10.344827586206897
1673264158374,"vbs23-kis-t6","KIS-T","unitedjudges",0.0
1673264158374,"vbs23-kis-t6","KIS-T","Verge",782.3666018832675
1673264158374,"vbs23-kis-t6","KIS-T","QIVISE",860.3255012870407
1673264158374,"vbs23-kis-t6","KIS-T","vitrivr-VR",931.2492058935638
1673264158374,"vbs23-kis-t6","KIS-T","diveXplore",570.79664757674
1673264158374,"vbs23-kis-t6","KIS-T","VISIONE",932.6868326564802
1673264158374,"vbs23-kis-t6","KIS-T","PERFECT MATCH",0.0
1673264158374,"vbs23-kis-t6","KIS-T","CVHunter",827.1683223295671
1673264158374,"vbs23-kis-t6","KIS-T","vitrivr",920.4870048893428
1673264158374,"vbs23-kis-t6","KIS-T","VideoCLIP",0.0
1673264158374,"vbs23-kis-t6","KIS-T","HTW",959.9193893733266
1673264158374,"vbs23-kis-t6","KIS-T","VIREO",628.7852406789551
1673264158374,"vbs23-kis-t6","KIS-T","V-FIRST",0.0
1673264158374,"vbs23-kis-t6","KIS-T","4MR",884.7533917168228
1673264852327,"vbs23-avs4","AVS","unitedjudges",0.0
1673264852327,"vbs23-avs4","AVS","Verge",296.2406015037594
1673264852327,"vbs23-avs4","AVS","QIVISE",84.21052631578947
1673264852327,"vbs23-avs4","AVS","vitrivr-VR",175.93984962406023
1673264852327,"vbs23-avs4","AVS","diveXplore",216.54135338345867
1673264852327,"vbs23-avs4","AVS","VISIONE",204.5112781954888
1673264852327,"vbs23-avs4","AVS","PERFECT MATCH",0.0
1673264852327,"vbs23-avs4","AVS","CVHunter",273.6842105263158
1673264852327,"vbs23-avs4","AVS","vitrivr",306.76691729323306
1673264852327,"vbs23-avs4","AVS","VideoCLIP",193.98496240601511
1673264852327,"vbs23-avs4","AVS","HTW",212.03007518796997
1673264852327,"vbs23-avs4","AVS","VIREO",311.27819548872185
1673264852327,"vbs23-avs4","AVS","V-FIRST",100.75187969924814
1673264852327,"vbs23-avs4","AVS","4MR",79.69924812030075
1673270869855,"vbs23-kis-v-m1","KIS-V-M","unitedjudges",0.0
1673270869855,"vbs23-kis-v-m1","KIS-V-M","Verge",846.9157579294562
1673270869855,"vbs23-kis-v-m1","KIS-V-M","QIVISE",675.2578671615267
1673270869855,"vbs23-kis-v-m1","KIS-V-M","vitrivr-VR",929.7889849902624
1673270869855,"vbs23-kis-v-m1","KIS-V-M","diveXplore",0.0
1673270869855,"vbs23-kis-v-m1","KIS-V-M","VISIONE",867.5205408489126
1673270869855,"vbs23-kis-v-m1","KIS-V-M","PERFECT MATCH",0.0
1673270869855,"vbs23-kis-v-m1","KIS-V-M","CVHunter",809.2258411420253
1673270869855,"vbs23-kis-v-m1","KIS-V-M","vitrivr",861.4533675189016
1673270869855,"vbs23-kis-v-m1","KIS-V-M","VideoCLIP",0.0
1673270869855,"vbs23-kis-v-m1","KIS-V-M","HTW",948.324929016859
1673270869855,"vbs23-kis-v-m1","KIS-V-M","VIREO",921.3267453983908
1673270869855,"vbs23-kis-v-m1","KIS-V-M","V-FIRST",0.0
1673270869855,"vbs23-kis-v-m1","KIS-V-M","4MR",669.7283952236379
1673271245362,"vbs23-kis-v-m2","KIS-V-M","unitedjudges",0.0
1673271245362,"vbs23-kis-v-m2","KIS-V-M","Verge",0.0
1673271245362,"vbs23-kis-v-m2","KIS-V-M","QIVISE",875.1213114754098
1673271245362,"vbs23-kis-v-m2","KIS-V-M","vitrivr-VR",549.7426229508196
1673271245362,"vbs23-kis-v-m2","KIS-V-M","diveXplore",0.0
1673271245362,"vbs23-kis-v-m2","KIS-V-M","VISIONE",574.9524590163935
1673271245362,"vbs23-kis-v-m2","KIS-V-M","PERFECT MATCH",0.0
1673271245362,"vbs23-kis-v-m2","KIS-V-M","CVHunter",856.4016393442623
1673271245362,"vbs23-kis-v-m2","KIS-V-M","vitrivr",0.0
1673271245362,"vbs23-kis-v-m2","KIS-V-M","VideoCLIP",0.0
1673271245362,"vbs23-kis-v-m2","KIS-V-M","HTW",916.9311475409836
1673271245362,"vbs23-kis-v-m2","KIS-V-M","VIREO",811.5098360655738
1673271245362,"vbs23-kis-v-m2","KIS-V-M","V-FIRST",0.0
1673271245362,"vbs23-kis-v-m2","KIS-V-M","4MR",842.8475409836066
1673271618657,"vbs23-kis-v-m3","KIS-V-M","unitedjudges",0.0
1673271618657,"vbs23-kis-v-m3","KIS-V-M","Verge",890.1573770491802
1673271618657,"vbs23-kis-v-m3","KIS-V-M","QIVISE",685.1
1673271618657,"vbs23-kis-v-m3","KIS-V-M","vitrivr-VR",889.4327868852458
1673271618657,"vbs23-kis-v-m3","KIS-V-M","diveXplore",0.0
1673271618657,"vbs23-kis-v-m3","KIS-V-M","VISIONE",946.9229508196722
1673271618657,"vbs23-kis-v-m3","KIS-V-M","PERFECT MATCH",0.0
1673271618657,"vbs23-kis-v-m3","KIS-V-M","CVHunter",945.4032786885246
1673271618657,"vbs23-kis-v-m3","KIS-V-M","vitrivr",570.9295081967214
1673271618657,"vbs23-kis-v-m3","KIS-V-M","VideoCLIP",910.5819672131147
1673271618657,"vbs23-kis-v-m3","KIS-V-M","HTW",951.6852459016393
1673271618657,"vbs23-kis-v-m3","KIS-V-M","VIREO",726.8049180327869
1673271618657,"vbs23-kis-v-m3","KIS-V-M","V-FIRST",0.0
1673271618657,"vbs23-kis-v-m3","KIS-V-M","4MR",735.1950819672131
1673272368185,"vbs23-kis-v-m4","KIS-V-M","unitedjudges",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","Verge",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","QIVISE",805.8628354852035
1673272368185,"vbs23-kis-v-m4","KIS-V-M","vitrivr-VR",557.3513307934926
1673272368185,"vbs23-kis-v-m4","KIS-V-M","diveXplore",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","VISIONE",555.3202232087237
1673272368185,"vbs23-kis-v-m4","KIS-V-M","PERFECT MATCH",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","CVHunter",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","vitrivr",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","VideoCLIP",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","HTW",645.2053402228153
1673272368185,"vbs23-kis-v-m4","KIS-V-M","VIREO",691.9536009127689
1673272368185,"vbs23-kis-v-m4","KIS-V-M","V-FIRST",0.0
1673272368185,"vbs23-kis-v-m4","KIS-V-M","4MR",0.0
1673272748290,"vbs23-kis-v-m5","KIS-V-M","unitedjudges",0.0
1673272748290,"vbs23-kis-v-m5","KIS-V-M","Verge",901.3675140816902
1673272748290,"vbs23-kis-v-m5","KIS-V-M","QIVISE",927.0293043415539
1673272748290,"vbs23-kis-v-m5","KIS-V-M","vitrivr-VR",824.428044038478
1673272748290,"vbs23-kis-v-m5","KIS-V-M","diveXplore",0.0
1673272748290,"vbs23-kis-v-m5","KIS-V-M","VISIONE",908.0132849845577
1673272748290,"vbs23-kis-v-m5","KIS-V-M","PERFECT MATCH",0.0
1673272748290,"vbs23-kis-v-m5","KIS-V-M","CVHunter",928.6784522271693
1673272748290,"vbs23-kis-v-m5","KIS-V-M","vitrivr",900.3036005849066
1673272748290,"vbs23-kis-v-m5","KIS-V-M","VideoCLIP",860.9191294597483
1673272748290,"vbs23-kis-v-m5","KIS-V-M","HTW",904.1248368884546
1673272748290,"vbs23-kis-v-m5","KIS-V-M","VIREO",0.0
1673272748290,"vbs23-kis-v-m5","KIS-V-M","V-FIRST",0.0
1673272748290,"vbs23-kis-v-m5","KIS-V-M","4MR",410.2716012144024
1673273117368,"vbs23-kis-v-m7","KIS-V-M","unitedjudges",0.0
1673273117368,"vbs23-kis-v-m7","KIS-V-M","Verge",909.9466243508367
1673273117368,"vbs23-kis-v-m7","KIS-V-M","QIVISE",619.5129308083722
1673273117368,"vbs23-kis-v-m7","KIS-V-M","vitrivr-VR",949.8259062057389
1673273117368,"vbs23-kis-v-m7","KIS-V-M","diveXplore",913.5284976131774
1673273117368,"vbs23-kis-v-m7","KIS-V-M","VISIONE",919.5545690604837
1673273117368,"vbs23-kis-v-m7","KIS-V-M","PERFECT MATCH",0.0
1673273117368,"vbs23-kis-v-m7","KIS-V-M","CVHunter",968.3827965168127
1673273117368,"vbs23-kis-v-m7","KIS-V-M","vitrivr",956.0749226249803
1673273117368,"vbs23-kis-v-m7","KIS-V-M","VideoCLIP",824.6216492682158
1673273117368,"vbs23-kis-v-m7","KIS-V-M","HTW",953.5585951843887
1673273117368,"vbs23-kis-v-m7","KIS-V-M","VIREO",973.7892120862404
1673273117368,"vbs23-kis-v-m7","KIS-V-M","V-FIRST",0.0
1673273117368,"vbs23-kis-v-m7","KIS-V-M","4MR",941.9162776058333
1673275613581,"vbs23-avs5","AVS","unitedjudges",0.0
1673275613581,"vbs23-avs5","AVS","Verge",144.77611940298507
1673275613581,"vbs23-avs5","AVS","QIVISE",91.044776119403
1673275613581,"vbs23-avs5","AVS","vitrivr-VR",135.82089552238804
1673275613581,"vbs23-avs5","AVS","diveXplore",65.67164179104479
1673275613581,"vbs23-avs5","AVS","VISIONE",132.83582089552243
1673275613581,"vbs23-avs5","AVS","PERFECT MATCH",26.865671641791042
1673275613581,"vbs23-avs5","AVS","CVHunter",144.77611940298507
1673275613581,"vbs23-avs5","AVS","vitrivr",137.3134328358209
1673275613581,"vbs23-avs5","AVS","VideoCLIP",49.253731343283576
1673275613581,"vbs23-avs5","AVS","HTW",117.91044776119405
1673275613581,"vbs23-avs5","AVS","VIREO",79.10447761194031
1673275613581,"vbs23-avs5","AVS","V-FIRST",55.223880597014904
1673275613581,"vbs23-avs5","AVS","4MR",19.40298507462686
1673275991148,"vbs23-kis-v2","KIS-V","unitedjudges",0.0
1673275991148,"vbs23-kis-v2","KIS-V","Verge",689.1971554378154
1673275991148,"vbs23-kis-v2","KIS-V","QIVISE",858.152214896247
1673275991148,"vbs23-kis-v2","KIS-V","vitrivr-VR",733.2426238430442
1673275991148,"vbs23-kis-v2","KIS-V","diveXplore",0.0
1673275991148,"vbs23-kis-v2","KIS-V","VISIONE",808.5084409005813
1673275991148,"vbs23-kis-v2","KIS-V","PERFECT MATCH",0.0
1673275991148,"vbs23-kis-v2","KIS-V","CVHunter",0.0
1673275991148,"vbs23-kis-v2","KIS-V","vitrivr",0.0
1673275991148,"vbs23-kis-v2","KIS-V","VideoCLIP",0.0
1673275991148,"vbs23-kis-v2","KIS-V","HTW",805.1812605121917
1673275991148,"vbs23-kis-v2","KIS-V","VIREO",364.89444366120983
1673275991148,"vbs23-kis-v2","KIS-V","V-FIRST",638.0648714930672
1673275991148,"vbs23-kis-v2","KIS-V","4MR",0.0
1673276401871,"vbs23-kis-v3","KIS-V","unitedjudges",0.0
1673276401871,"vbs23-kis-v3","KIS-V","Verge",927.2946345141884
1673276401871,"vbs23-kis-v3","KIS-V","QIVISE",854.9318863625186
1673276401871,"vbs23-kis-v3","KIS-V","vitrivr-VR",827.5224996311536
1673276401871,"vbs23-kis-v3","KIS-V","diveXplore",949.0614907952329
1673276401871,"vbs23-kis-v3","KIS-V","VISIONE",935.6977754463041
1673276401871,"vbs23-kis-v3","KIS-V","PERFECT MATCH",0.0
1673276401871,"vbs23-kis-v3","KIS-V","CVHunter",909.4654185996951
1673276401871,"vbs23-kis-v3","KIS-V","vitrivr",901.2835855149915
1673276401871,"vbs23-kis-v3","KIS-V","VideoCLIP",742.7911017852166
1673276401871,"vbs23-kis-v3","KIS-V","HTW",893.9181324896313
1673276401871,"vbs23-kis-v3","KIS-V","VIREO",936.1256372846346
1673276401871,"vbs23-kis-v3","KIS-V","V-FIRST",832.9470008688382
1673276401871,"vbs23-kis-v3","KIS-V","4MR",848.6352682742906
1673276771184,"vbs23-avs6","AVS","unitedjudges",0.0
1673276771184,"vbs23-avs6","AVS","Verge",211.67883211678833
1673276771184,"vbs23-avs6","AVS","QIVISE",137.22627737226287
1673276771184,"vbs23-avs6","AVS","vitrivr-VR",246.71532846715328
1673276771184,"vbs23-avs6","AVS","diveXplore",135.76642335766425
1673276771184,"vbs23-avs6","AVS","VISIONE",198.5401459854015
1673276771184,"vbs23-avs6","AVS","PERFECT MATCH",11.678832116788316
1673276771184,"vbs23-avs6","AVS","CVHunter",303.6496350364963
1673276771184,"vbs23-avs6","AVS","vitrivr",191.2408759124088
1673276771184,"vbs23-avs6","AVS","VideoCLIP",262.7737226277372
1673276771184,"vbs23-avs6","AVS","HTW",353.2846715328466
1673276771184,"vbs23-avs6","AVS","VIREO",232.11678832116792
1673276771184,"vbs23-avs6","AVS","V-FIRST",186.8613138686132
1673276771184,"vbs23-avs6","AVS","4MR",67.15328467153286
1673277172213,"vbs23-kis-v4","KIS-V","unitedjudges",0.0
1673277172213,"vbs23-kis-v4","KIS-V","Verge",740.6330325761948
1673277172213,"vbs23-kis-v4","KIS-V","QIVISE",770.1765199601323
1673277172213,"vbs23-kis-v4","KIS-V","vitrivr-VR",784.6925326548811
1673277172213,"vbs23-kis-v4","KIS-V","diveXplore",797.875793421812
1673277172213,"vbs23-kis-v4","KIS-V","VISIONE",950.9471882704715
1673277172213,"vbs23-kis-v4","KIS-V","PERFECT MATCH",0.0
1673277172213,"vbs23-kis-v4","KIS-V","CVHunter",0.0
1673277172213,"vbs23-kis-v4","KIS-V","vitrivr",700.9652205843781
1673277172213,"vbs23-kis-v4","KIS-V","VideoCLIP",0.0
1673277172213,"vbs23-kis-v4","KIS-V","HTW",948.911176100299
1673277172213,"vbs23-kis-v4","KIS-V","VIREO",916.7710355138227
1673277172213,"vbs23-kis-v4","KIS-V","V-FIRST",0.0
1673277172213,"vbs23-kis-v4","KIS-V","4MR",0.0
1673277526534,"vbs23-kis-t7","KIS-T","unitedjudges",0.0
1673277526534,"vbs23-kis-t7","KIS-T","Verge",858.8524007726895
1673277526534,"vbs23-kis-t7","KIS-T","QIVISE",0.0
1673277526534,"vbs23-kis-t7","KIS-T","vitrivr-VR",791.059954024503
1673277526534,"vbs23-kis-t7","KIS-T","diveXplore",941.3518301965371
1673277526534,"vbs23-kis-t7","KIS-T","VISIONE",881.8342670390509
1673277526534,"vbs23-kis-t7","KIS-T","PERFECT MATCH",0.0
1673277526534,"vbs23-kis-t7","KIS-T","CVHunter",916.0547188412481
1673277526534,"vbs23-kis-t7","KIS-T","vitrivr",935.6190104209559
1673277526534,"vbs23-kis-t7","KIS-T","VideoCLIP",478.7489206110929
1673277526534,"vbs23-kis-t7","KIS-T","HTW",767.5990390791724
1673277526534,"vbs23-kis-t7","KIS-T","VIREO",669.0307734659737
1673277526534,"vbs23-kis-t7","KIS-T","V-FIRST",695.7796187845433
1673277526534,"vbs23-kis-t7","KIS-T","4MR",744.849167899974
1673278166047,"vbs23-avs7","AVS","unitedjudges",0.0
1673278166047,"vbs23-avs7","AVS","Verge",383.72093023255815
1673278166047,"vbs23-avs7","AVS","QIVISE",195.34883720930242
1673278166047,"vbs23-avs7","AVS","vitrivr-VR",381.39534883720944
1673278166047,"vbs23-avs7","AVS","diveXplore",20.930232558139533
1673278166047,"vbs23-avs7","AVS","VISIONE",383.72093023255815
1673278166047,"vbs23-avs7","AVS","PERFECT MATCH",11.627906976744185
1673278166047,"vbs23-avs7","AVS","CVHunter",495.3488372093023
1673278166047,"vbs23-avs7","AVS","vitrivr",444.1860465116278
1673278166047,"vbs23-avs7","AVS","VideoCLIP",174.4186046511628
1673278166047,"vbs23-avs7","AVS","HTW",558.1395348837209
1673278166047,"vbs23-avs7","AVS","VIREO",474.41860465116275
1673278166047,"vbs23-avs7","AVS","V-FIRST",279.06976744186045
1673278166047,"vbs23-avs7","AVS","4MR",165.11627906976744
1673278541241,"vbs23-kis-v5","KIS-V","unitedjudges",0.0
1673278541241,"vbs23-kis-v5","KIS-V","Verge",843.7522540540185
1673278541241,"vbs23-kis-v5","KIS-V","QIVISE",878.0728903693698
1673278541241,"vbs23-kis-v5","KIS-V","vitrivr-VR",914.5262716143288
1673278541241,"vbs23-kis-v5","KIS-V","diveXplore",843.5588152364217
1673278541241,"vbs23-kis-v5","KIS-V","VISIONE",874.1713277771585
1673278541241,"vbs23-kis-v5","KIS-V","PERFECT MATCH",0.0
1673278541241,"vbs23-kis-v5","KIS-V","CVHunter",906.1952879615483
1673278541241,"vbs23-kis-v5","KIS-V","vitrivr",0.0
1673278541241,"vbs23-kis-v5","KIS-V","VideoCLIP",798.7744503386818
1673278541241,"vbs23-kis-v5","KIS-V","HTW",918.709795872868
1673278541241,"vbs23-kis-v5","KIS-V","VIREO",700.332124613942
1673278541241,"vbs23-kis-v5","KIS-V","V-FIRST",866.8878645010261
1673278541241,"vbs23-kis-v5","KIS-V","4MR",668.8848743959136
1673278882109,"vbs23-kis-v6","KIS-V","unitedjudges",0.0
1673278882109,"vbs23-kis-v6","KIS-V","Verge",0.0
1673278882109,"vbs23-kis-v6","KIS-V","QIVISE",579.088524590164
1673278882109,"vbs23-kis-v6","KIS-V","vitrivr-VR",0.0
1673278882109,"vbs23-kis-v6","KIS-V","diveXplore",0.0
1673278882109,"vbs23-kis-v6","KIS-V","VISIONE",0.0
1673278882109,"vbs23-kis-v6","KIS-V","PERFECT MATCH",0.0
1673278882109,"vbs23-kis-v6","KIS-V","CVHunter",881.0032786885246
1673278882109,"vbs23-kis-v6","KIS-V","vitrivr",856.8147540983607
1673278882109,"vbs23-kis-v6","KIS-V","VideoCLIP",0.0
1673278882109,"vbs23-kis-v6","KIS-V","HTW",0.0
1673278882109,"vbs23-kis-v6","KIS-V","VIREO",668.9967213114754
1673278882109,"vbs23-kis-v6","KIS-V","V-FIRST",0.0
1673278882109,"vbs23-kis-v6","KIS-V","4MR",0.0
